name_en	name_mm
Phone Gyi Kyaung (Pitteaakmiung)	ဘုန်းကြီးကျောင်း (ပိတောက်မြိုင်)
Sal Myaung Gyi	ဆည်မြောင်းကြီး
Ah Mhat (Thone) (DarPain)	အမှတ် (၃) (ဒါးပိန်)
Ah Mhat (Nhit) (DarPain)	အမှတ် (၂) (ဒါးပိန်)
BayDar Lan	ဗေဒါလမ်း
Sal Myaung Lay	ဆည်မြောင်းလေး
Ah Htet Sat	အထက်စက်
Nhit Ywar Kyar Yay Oh Sin	(၂) ရွာကြားရေအိုးစင်
Than Lan Kwae (Lay Htaut Kan)	သံလမ်းကွေ့ (လေးထောင့်ကန်)
Kyaung Lan (Lay Htaut Kan)	ကျောင်းလမ်း (လေးထောင့်ကန်)
Butar (Lay Htaut Kan)	ဘူတာ (လေးထောင့်ကန်)
Sat Yone Shae (Lay Htaut Kan)	စက်ရုံရှေ့ (လေးထောင့်ကန်)
Lay Htaut Kan Site Kwae (No 2 Road)	လေးထောင့်ကန်ဆိုက်ကွေ့ (အမှတ်(၂)လမ်း)
Yeik Thar (No 2 Road)	ရိပ်သာ (အမှတ် (၂) လမ်း)
Tha Ma Sine (Lay Htaut Kan)	သမဆိုင် (လေးထောင့်ကန်)
Mote Pho (No 2 Road)	မုန့်ဖို (အမှတ်(၂) လမ်း)
December Moke Oo	ဒီဇင်ဘာမုခ်ဦး
Sal Myaung (No 2 Road)	ဆည်မြောင်း (အမှတ်(၂) လမ်း)
Thit Taw (No 2 Main Road)	သစ်တော (အမှတ်(၂) လမ်းမကြီး)
Lan Thit (No 2 Main Road)	လမ်းသစ် (အမှတ်(၂) လမ်းမ)
Kyaung Shae (No 2 Road)	ကျောင်းရှေ့ (အမှတ်(၂) လမ်း)
Nyaung 2 Pin	ညောင် (၂)ပင်
Tat Yin Thone (No 2 Main Road)	တပ်ရင်း (၃) (အမှတ် (၂) လမ်းမ)
Nat Sin (No 2 Main Road)	နတ်စင် (အမှတ် (၂) လမ်းမ)
Aung Ka Thaw Ah Lal Pout	အောင်ကသောအလယ်ပေါက်
Ngar-Htake (Sanay Ma)	(၅)ထိပ် (စနေမ)
Mya Sein Aung	မြစိမ်းအောင်
A Loke Tha Mar Say Yone (HlaingTharYar)	အလုပ်သမားဆေးရုံ (လှိုင်သာယာ)
Tuee Chaung (HlaingTharYar)	တူးချောင်း (လှိုင်သာယာ)
Keaak Tadar (Pusim)	ကျောက်တံတား (ပုသိမ်)
Htan Ta Pin Tar Sone (Pathein Road)	ထန်းတစ်ပင် တာဆုံ (ပုသိမ်လမ်း)
Thone Eain Tan	သုံးအိမ်တန်း
Dahma Par La	ဓမ္မပါလ
Kyaung Shae (Htan Ta Pin)	ကျောင်းရှေ့ ( ထန်းတပင်)
Kyaik Kha Nar Ywar Htate	ကျိုက်ခနားရွာထိပ်
Phoe La Zay	ဖိုးလစျေး
Kyat Chan (Htan Ta Pin)	ကြက်ခြံ ( ထန်းတပင်)
Htoo Lay Su	ထူးလေစု
Tar Thit	တာသစ်
Toe Tat	တိုးတက်
Thel Phyu Ywar Htate	သဲဖြူရွာထိပ်
Than Pa Yar Kone	သံပုရာကုန်း
Yoe Khwa	ရိုးခွ
Aye Ywar Lay	အေးရွာလေး
Kyaung Kone Sine Board	ကျောင်းကုန်းဆိုင်းဘုတ်
Nyaung Pin Ngote To	ညောင်ပင်ငုတ်တို
Htan Ta Pin Tar Sone (Htan Ta Pin)	ထန်းတစ်ပင် တာဆုံ (ထန်းတစ်ပင်)
Ah Lal Ywar Gate Yin	အလယ်ရွာ ဂိတ်ရင်း
Ngar-Sae-Thone Gate	၅၃ ဂိတ်
Ah Phyuu Gate	အဖြူဂိတ်
Kyat Chan (ShweLinPan)	ကြက်ခြံ (ရွှေလင်ပန်း)
(Koe-Sae-Chauk) A Pyar Gate	(၉၆) အပြာဂိတ်
Pan Chan (HlaingTharYar)	ပန်းခြံ (လှိုင်သာယာ)
Oan Taw	အုန်းတော
(Sae-Chauk) Kwae (ShweLinBan)	(၁၆) ကွေ့ (ရွှေလင်ဗန်း)
La Thone	လသုံး
PinLone Zay	ပင်လုံစျေး
Chauk Thama	၆ သမ
Ah Lal Ywar (ShweLinPan)	အလယ်ရွာ ရွှေလင်ပန်း
Ah Wine Htate (ShweLinPan)	အဝိုင်းထိပ် (ရွှေလင်ပန်း)
Mu Kyo Lan Sone	မူကြိုလမ်းဆုံ
Sein Pan (HlaingTharYar)	စိန်ပန်း (လှိုင်သာယာ)
Kyaung Shae (KyanSitThar Road-HlaingTharYar)	ကျောင်းရှေ့ (ကျန်စစ်သားလမ်း-လှိုင်သာယာ)
(Sae-Ngar) Zay	(၁၅)စျေး
Tit-nhit-khun Gate Haung	၁၂၇ ဂိတ်ဟောင်း
Kanbawza	ကမ္ဘောဇ
Ta-Ya-Thone Gate Haung (KyanSitThar Road)	၁၀၃ ဂိတ်ဟောင်း (ကျန်စစ်သားလမ်း)
Nyaung Pin (BaYintNaung Road)	ညောင်ပင် (ဘုရင့်နောင်လမ်း)
Padauk Lan (BaYintNaung Road)	ပိတောက်လမ်း (ဘုရင့်နောင်လမ်း)
Bayint Naung Zay	ဘုရင့်နောင်စျေး
Thakhin Mya Pan Chan (Pan Chan Road)	သခင်မြပန်းခြံ (ပန်းခြံလမ်း)
Lan Ngar Sal (BoGyoke Road)	လမ်း ၅ဝ (ဗိုလ်ချုပ်လမ်း)
Maw Tin (MaHarBanDuLa Road)	မော်တင် (မဟာဗန္ဓုလလမ်း)
(Sae-Ngar) Lan (MaHarBanDuLa Road)	(၁၅)လမ်း (မဟာဗန္ဓုလလမ်း)
Chauk Htet Yone	၆ထပ်ရုံး
Chauk Htet Yone (Lan (Thone-Sal))	၆ထပ်ရုံး (လမ်း (၃၀))
(Sae-Ngar) Lan (AhNawYaHtar)	(၁၅)လမ်း (အနော်ရထာ)
Sanpya (ANawYaHtar Road)	စံပြ (အနော်ရထာလမ်း)
Maw Tin (ANawYaHtar Road)	မော်တင် (အနော်ရထာလမ်း)
Yadanar Pone Kwae	ရတနာပုံကွေ့
Zayar Myaing	ဇေယျာမြိုင်
Chauk Lan	၆ လမ်း
Thone Lan (ANawYaHtar Road)	၃လမ်း (အနော်ရထာလမ်း)
Ngar-sae Lay Tha Ma	(၅၄)သမ
NhinSiiKone (Baho Ah Myo ThaMee Say Yone)	နှင်းဆီကုန်း (ဗဟိုအမျိုးသမီးဆေးရုံ)
Yuzana EainYar	ယုဇနအိမ်ယာ
Myathida Pan Chan (Kyun ShweWar Road)	မြသီတာပန်းခြံ (ကျွန်းရွှေဝါလမ်း)
Moke Oo (YuZaNa)	မုခ်ဦး (ယုဇန)
G.E.C	ဂျီ အီး စီ
MaHar BawDi	မဟာဗောဓိ
(Ngar) Htate Sanay Ma	(၅) ထိပ် စနေမ
Thamine Lan Son (BuTarYone Road)	သမိုင်းလမ်းဆုံ (ဘူတာရုံလမ်း)
Kyauk Kone (AungZayYa Road)	ကျောက်ကုန်း (အောင်ဇေယျလမ်း)
Lin Sadaung (ThanHlyatSun)	လင်းစဒေါင်း (သံလျက်စွန်း)
Than Hlyat Sun	သန်လျက်စွန်း
Nwe Thar Kii (Wai Bargi Road - M/U))	နွယ်သာကီ (ဝေဘာဂီလမ်း - မ/ဥ)
Paya Lay Kwae (Wai Bargi Road - M/U)	ဘုရားလေးကွေ့ (ဝေဘာဂီလမ်း - မ/ဥ)
Tit-Nhit-Lay Lan (Mingalar Zay)	၁၂၄ လမ်း (မင်္ဂလာစျေး)
(Sae-Ngar) Zay	(၁၅) စျေး
Hta Naung Yate	ထနောင်ရိပ်
Sin Hnat Kaung Kwae	ဆင်နှစ်ကောင်ကွေ့
Ngar Thone Lone	၅ သုံးလုံး
Nyaung Ywar Zay Htate	ညောင်ရွာစျေးထိပ်
That Yat Pin Chaung	သရက်ပင်ချာင်း
(Ngar) Lan (ThaYatPinChaung)	(၅) လမ်း (သရက်ပင်ချောင်)
(Lay) Lan	(၄) လမ်း
(Thone) Lan	(၃) လမ်း
(Nhit) Lan	(၂) လမ်း
Kyaung Lan Yeik Thar	ကျောင်းလမ်းရိပ်သာ
Nyaung Pin Ywar Htate	ညောင်ပင်ရွာထိပ်
Myanmar Thar Kaung	မြန်မာ့သားကောင်း
Gate Haung (Lay Htaut Kan)	ဂိတ်ဟောင်း (လေးထောင့်ကန်)
Okkan Lan	ဥက္ကံလမ်း
Thit Sat Lan	သစ်စက်လမ်း
Kyaung Shae (Lay Htaut Kan)	ကျောင်းရှေ့ (လေးထောင့်ကန်)
Say Yone Lan	ဆေးရုံလမ်း
Lay Htaut Kan	လေးထောင့်ကန်
Lay Htaut Kan Sike Kwae	လေးထောင့်ကန်ဆိုက်ကွေ့
Thama (Lay Htaut Kan)	သမ (လေးထောင့်ကန်)
Mote Pho (No 2 Road)	မုန့်ဖို (အမှတ် (၂) လမ်း)
Unit Three	ယူနစ်သရီး
Kyo So Yay (No 2 Main Road)	ကြိုဆိုရေး (အမှတ် (၂) လမ်းမကြီး)
Sal Myaung (No 2 Road)	ဆည်မြောင်း (အမှတ် (၂) လမ်း)
Thit Taw (No 2 Main Road)	သစ်တော (အမှတ် (၂) လမ်းမကြီး)
Lan Thit (No 2 Main Road)	လမ်းသစ် (အမှတ် (၂) လမ်းမ)
Kyaung Shae (No 2 Road)	ကျောင်းရှေ့ (အမှတ် (၂) လမ်း)
Ah Kyaw Tae (No 2 Road)	အကြော်တဲ (အမှတ် (၂) လမ်း)
Nyaung Nha Pin	ညောင် (၂) ပင်
Kyauk Lan (No 2 Main Road)	ကျောက်လမ်း (အမှတ် (၂) လမ်းမကြီး)
Tadar Phyu (No 2 Main Road)	တံတားဖြူ (အမှတ် (၂) လမ်းမကြီး)
Tha Yat Pin Chaung	သရက်ပင်ချောင်း
Lal Yar Gate Yin	လယ်ယာဂိတ်ရင်း
Lay-sae-koe Asane Gate Haung (ShuKhinThar MyohPat Road)	၄၉ အစိမ်းဂိတ်ဟောင်း (ရှုခင်းသာမြို့ပတ်လမ်း)
Ngar Kwae	၅ ကွေ့
Tat Tar Haung Yone (SatYone Road)	တံတားဟောင်းရုံး (စက်ရုံလမ်း)
Masalar Set (TaungNyunt)	မဆလာစက် (တောင်ညွန့်)
(Shit-sae-shit) Lan (Daw Thein Tin Road)	(၈၈) လမ်း (ဒေါ်သိန်းတင်လမ်း)
Bu Tar Gyi Kone Htate	ဘူတာကြီးကုန်းထိပ်
Nyaung Pin (No 6 Road)	ညောင်ပင် (အမှတ်(၆)လမ်း)
Sin Phyu Taw	ဆင်ဖြူတော်
Gate Yin	ဂိတ်ရင်း
Bu Tar Yone Lan (Insein Road)	ဘူတာရုံလမ်း (အင်းစိန်လမ်း)
OakKaLarPa Paya (Thitsar Road)	ဥက္ကလာပဘုရား (သစ္စာလမ်း)
Nhit-sal Kone Tike (Hlaw Kar Road)	၂ဝ ကုန်တိုက် (လှော်ကားလမ်း)
Thandar Lan (South Dagon)	သန္တာလမ်း (တောင်ဒဂုံ)
Nhit-sal Kone Tike (Myeik Road)	၂ဝ ကုန်တိုက် (မြိတ်လမ်း)
Chauk Lan (Oo Wi Za Ra Road)	၆လမ်း (ဦးဝီဇရလမ်း)
Zawgyi Kwae	ဇော်ဂျီကွေ့
Bo Min Yaung Eain Yar	ဗိုလ်မင်းရောင်အိမ်ယာ
Bo Htun San	ဗိုလ်ထွန်းစံ
Bo Htun Sein	ဗိုလ်ထွန်းစိန်
La Pyae Wun	လပြည့်ဝန်း
Shit Thama (YarZaDaRitz Road)	၈သမ (ရာဇဓိရာဇ်လမ်း)
Kyaung Lan (YarZaDaRitz Road)	ကျောင်းလမ် (ရာဇဓိရာဇ်လမ်း)
Gate Haung (NgaHtweYue Road)	ဂိတ်ဟောင်း (ငထွေရူးလမ်း)
Zay Lan Sone (No 2 Zay)	စျေးလမ်းဆုံ (အမှတ်(၂)စျေး)
Nga Htwe Yue Lan Htate	ငထွေရူးလမ်းထိပ်
See Sar Yate	ဆည်းဆာရိပ်
Ah Htal Sine	အထည်ဆိုင်
(Shit-sae-lay) Gate Phyar	(၈၄) ဂိတ်ဖျား
E.P.C	အီး ပီ စီ
Ah Loke Thamar Lan	အလုပ်သမားလမ်း
Nyaung Pin (HlaingTharYar)	ညောင်ပင် (လှိုင်သာယာ)
Kyaung Shae (FMI City)	ကျောင်းရှေ့ (FMI City)
Ah Lo Taw Pyae (Yadanar Road)	အလိုတော်ပြည့် (ရတနာလမ်း)
Zay Pout	စျေးပေါက်
Sa Khan Shae (AhNawYaHtar-HlaingtharYar)	စခန်းရှေ့ (အနော်ရထာ-လှိုင်သာယာ)
Mhwe	မွှေး
Tole Gate Haung	တိုး(လ်)ဂိတ်ဟောင်း
Ah Wine (DU)	အဝိုင်း (DU )
Koe-sae-koe (Chauk/Thone)	99 (6/3)
Da Nyin Kone Lan Sone (Lower Mingalardon) Lan	ဒညင်းကုန်းလမ်းဆုံ (အောက်မင်္ဂလာဒုံ)လမ်း
Nhit-ThoneNya-Ngar Kwae	၂၀၅ကွေ့
Pan Pin Gyi Lan (Salin Kwin)	ပန်းပင်ကြီးလမ်း (စလင်းကွင်း)
Tike Gyi Gate	တိုက်ကြီးဂိတ်
Min Kyaung	မင်းကျောင်း
PhaungGyi Lan Khwe	ဖောင်ကြီး လမ်းခွဲ
Sel Myaung (Tike Gyi)	ဆည်မြောင်း (တိုက်ကြီး)
Yay Ta Gar	ရေတံခါး
Tar Gwa Phone Gyi Kyaung	တာဂွဘုန်းကြီးကျောင်း
Shwe Bhone Thar	ရွှေဘုံသာ
Tike Gyi Tar Gwa Tar Sone	တိုက်ကြီး တာဂွတာဆုံ
Kan Kone (Tha Yat Chan)	ကံကုန်း (သရက်ခြံ)
Kha Yay Pin	ခရေပင်
Shwe Mya Yar Tar Sone	ရွှေမြယာ တာဆုံ
Tat Yin (Thone) (Okkan)	တပ်ရင်း (၃) (ဥက္ကံ )
Ngar Pyaw Chan	ဌက်ပျောခြံ
Myaung Takar Yay Kyaw	မြောင်းတကာ ရေကျော်
Sein Ka Lar	စိန်ကုလား
Myaung Takar Tar Sone	မြောင်းတကာ တာဆုံ
Myaung Ta Kar Kywe Lan	မြောင်းတကာ ကျွဲလမ်း
Aye Chan	အေးချမ်း
Myaung Ta Kar Pha Ye Khinn	မြောင်းတကာ ဖရဲခင်း
Sat Mhu Zone Lan Thit	စက်မှုဇုံလမ်းသစ်
Say War Kone Kyan	ဆေးဝါးကုန်ကြမ်း
Tat Ma Taw (Ballone Sat)	တပ်မတော် (ဘောလုံးစက်)
Myo Chaung Tar Sone	မြို့ချောင်းတာဆုံ
Auk Shine	အောက်ရှိုင်း
Saik Pyoe Yay (MhawBi)	စိုက်ပျိုးရေး (မှော်ဘီ)
Koe Lone Kwin	ကိုးလုံးကွင်း
(Shit-sae-nhit) Gate Gyi	(၈၂) ဂိတ်ကြီး
Koe Gate	(၉)ဂိတ်
Taik Kyi Electric Yone	တိုက်ကြီး လျှပ်စစ်ရုံး
La Pyae Kone	လပြည့်ကုန်း
Myay Sar Yin ThinTan Kyaung	မြေစာရင်းသင်တန်းကျောင်း
Shwe Mya Yar Ywar Phyar	ရွှေမြယာရွာဖျား
Pyoe Oo Yin	ပျိုးဥယျာဉ်
Phouk Sat	ဖောက်စက်
Htauk Kyant Lan Sone (Yangon - Pyay)	ထောက်ကြန့်လမ်းဆုံ (ရန်ကုန်-ပြည်)
(Chauk) Lan (No 3 Road) Ma Yat Par	(၆) လမ်း (အမှတ် (၃) လမ်း) မရပ်ပါ
Nwe Khwe (No 3 Main Road)	နွယ်ခွေ (အမှတ် (၃) လမ်းမကြီး)
Kyaung Shae (No 3 Sat Thwel Road)	ကျောင်းရှေ့ (အမှတ် (၃) ဆက်သွယ်လမ်း)
Htauk Kyant Lan Sone (Yangon-Mandalay)	ထောက်ကြန့်လမ်းဆုံ (ရန်ကုန်–မန္တလေး)
Kye Su (AungMyintMo)	ကျီစု (အောင်မြင့်မိုရ်)
Tit-ThoneNya-Ngar Zay	၁၀၅ စျေး
Tayar-Chouk Lan Sone	( ၁၀၆) လမ်းဆုံ
Ngu War	ငုဝါ
(Tayar-Khun) Gate Haung	(၁၀၇) ဂိတ်ဟောင်း
Khun-sal/Khun-tit Zay (Hlaw Kar Road)	၇၀/၇၁ စျေး (လှော်ကားလမ်း)
Ngar-sae-Lay Tadar Htate	၅၄ တံတားထိပ်
Nha-Sal Kone Taik	၂ဝ ကုန်တိုက်
Taung Myout Lan Sone (PyiDaungSu Road)	တောင်မြောက်လမ်းဆုံ (ပြည်ထောင်စု လမ်း)
Gate Haung (South OakKaLar)	ဂိတ်ဟောင်း (တောင်ဥက္ကလာ)
DaGone Aya Ahway PyayWon	ဒဂုံဧရာ အဝေးပြေးဝန်း
Thone Htate (HlaingMyit Road)	၃ ထိပ် (လှိုင်မြစ်လမ်း)
Thone-sae-tit Gate Haung (South OakKaLar)	(၃၁)ဂိတ်ဟောင်း (တောင်ဥက္ကလာ)
Nyaung Pin (Hlaw Kar Road)	ညောင်ပင်(လှော်ကားလမ်း)
Piitti (Hlaw Kar Road)	ပီတိ(လှော်ကားလမ်း)
Thone Thone Lone (Yangon - Pyay)	သုံး သုံးလုံး (ရန်ကုန် - ပြည်)
Kyaung Shae (Paya Lan)	ကျောင်းရှေ့ (ဘုရားလမ်း)
Ah Thaw Ka (MhawBi)	အသောက (မှော်ဘီ)
Khun-hnat Mile	(7)မိုင်
Hle Gu (Pyi Taw Thar)	လှည်းကူး (ပြည်တော်သာ)
Mee Thet (Bago Road)	မီးသတ် (ပဲခူးလမ်း)
YanKin Ngar Lan (Bago Road)	ရန်ကင်း ၅ လမ်း (ပဲခူးလမ်း)
Ah Mhat Thone Lan Sone (Bago Road)	အမှတ် ၃ လမ်းဆုံ (ပဲခူးလမ်း)
Auk Gate (Bago Road)	အောက်ဂိတ် (ပဲခူးလမ်း)
Khun-hnat Mile	( ၇) မိုင်
Gate Haung (No 4 Main Road)	ဂိတ်ဟောင်း (အမှတ် (၄) လမ်းမကြီး)
HlawKar Tar Sone	လှော်ကားတာဆုံ
Taw Ywar Lay	တောရွာလေး
Taw Ywar Gyi	တောရွာကြီး
Thel Kone Ywar	သဲကုန်းရွာ
Thar Yar Kone	သာယာကုန်း
Kin Ma Lin	ကင်မလင်း
Thal Phyu	သဲဖြူ
Yay Kyaw	ရေကျော်
Phan Khar Kone	ဖန်ခါးကုန်း
Nyaung Ywar	ညောင်ရွာ
Kyauk Kone Ywar	ကျောက်ကုန်းရွာ
(Lay) Lan Htate	( ၄) လမ်းထိပ်
No (4) Lan Sone	အမှတ် (၄)လမ်းဆုံ
Ah Nout Kyaung Gyi	အနောက်ကျောင်းကြီး
Ngar Lan (Yuzana)	( ၅) လမ်း (ယုဇန)
Kye Su (Min Ye Kaung Pone Road)	ကျီစု (မင်းရဲကောင်းပုံလမ်း)
Tayar-Ngar Zay Lan Sone	၁၀၅ စျေးလမ်းဆုံ
Kyaung Shae (Hlaw Kar Road)	ကျောင်းရှေ့ (လှော်ကားလမ်း)
Yone Lan	ရုံးလမ်း
Aung Myint Mo Eain Yar	အောင်မြင့်မိုရ်အိမ်ရာ
Lan Sone (HlawKar YoMa Yeik Thar)	လမ်းဆုံ (လှော်ကားရိုးမရိပ်သာ)
Lay-Sal Gate Haung	၄၀ ဂိတ်ဟောင်း
Htauk Kyant (Gate Yin)	ထောက်ကြန့် (ဂိတ်ရင်း)
Tayar-Chauk Tat Yin	( ၁၀၆) တပ်ရင်း
Thakhin Mya Pan Chan (Lower KyiMyintDaing Road)	သခင်မြပန်းခြံ (အောက်ကြည်မြင်တိုင် လမ်း)
Bu Tar Gyi	ဘူတာကြီး
Aung San Kwin (Upper PanSoeDan Road)	အောင်ဆန်းကွင်း (အထက်ပန်းဆိုးတန်း လမ်း)
Bu Tar Gyi Win	ဘူတာကြီးဝန်း
Ah Phyuk	အဖျောက်
Ah Phyuk Tar Sone	အဖျောက်တာဆုံ
SaKar Gyi	ဆကာကြီး
Taw La Ti	တော်လတီ
Yay Paw Thaung Tadar	ရေပေါ်သောင်တံတား
Kyuu Taw	ကျူတော
Moke Wa (WYU)	မုဒ်ဝ (WYU)
Kyauk Taw Gyee (Mindahma Road)	ကျောက်တော်ကြီး (မင်းဓမ္မလမ်း)
Yone Shae (DU)	ရုံးရှေ့ ( DU)
Moke Oo (DU)	မုခ်ဦး (DU )
Gate Haung (YarZaDaRitz Road)	ဂိတ်ဟောင်း (ရာဇဓိရာဇ်လမ်း)
Zay Lan (YarZaDaRitz Road)	စျေးလမ်း (ရာဇဓိရာဇ်လမ်း)
Yone Shae (DU)	ရုံးရှေ့(DU)
Paya (Ngar) Suu	ဘုရား (၅) ဆူ
Sae-Shit Kone Htaik	( ၁၈) ကုန်းထိပ်
Pan Chan (KyaukTan)	ပန်းခြံ (ကျောက်တန်း)
Myoma Zay (KyaukTan)	မြို့မစျေး (ကျောက်တန်း)
(Nha-sae-thone) Gate	(၂၃) ဂိတ်
Pha Htee	ဖထီး
Sae-Nhit Lone Tan Kwae(Yan Shin Road)	( ၁၂)လုံးတန်းကွေ့ (ရန်ရှင်းလမ်း)
Sae-tit Lan (PoneNarMe)	၁၁ လမ်း (ပုဏ္ဏမီ)
Padauk Kwae (PoneNarMe Road)	ပိတောက်ကွေ့ (ပုဏ္ဏမီလမ်း)
Oh Eain (PoneNarMe Road-Dagon SateKan)	အိုးအိမ် (ပုဏ္ဏမီလမ်း - ဒဂုံဆိပ်ကမ်း)
Lay-sae-koe Gate Haung (Yadanar Road) TineYinThar Village	(၄၉) ဂိတ်ဟောင်း (ရတနာလမ်း) တိုင်းရင်းသား ကျေးရွာ
Thein Kyaung Lan Sone (Bago River Road)	သိမ်ချောင်းလမ်းဆုံ (ပဲခူးမြစ်လမ်း)
Ngar-sae-khun Lay Har Pyin Zay	57 လေဟာပြင်စျေး
Yay Khal Sine (NatMout Road)	ရေခဲဆိုင် (နတ်မောက်လမ်း)
Watt Su (ThuMaNa Road)	ဝက်စု (သုမနလမ်း)
Thone Sae Ngar Kwae	၃၅ ကွေ့
Myanmar Sar	မြန်မာစာ
46	46
Ngar Sal Kwae (YarZaThinGyan)	၅၀ ကွေ့ (ရာဇသင်္ကြန်)
Ngar Sal Zay	၅၀ စျေး
Chauk-sae-Tit	၆၁
GaYuNar Kwae	ဂရုဏကွေ့
Myittar Kwae	မေတ္တာကွေ့
Gate Haung (Thu Nandar)	ဂိတ်ဟောင်း (သုနန္ဒာ)
Sabal Phyu	စံပါယ်ဖြူ
Sae-Hnit Thama	(၁၂)သမ
Shwe Pyi Thar Lain Kone	ရွှေပြည်သာလိန်ကုန်း
Shit-sae-tit Gate Haung	၈၁ ဂိတ်ဟောင်း
Pale Lan Sone (ShwePyiThar)	ပုလဲလမ်းဆုံ (ရွှေပြည်သာ)
Ta Par Kwae	တစ်ပါကွေ့
Sae-Lay Lan Sone (Pale Road)	၁၄ လမ်းဆုံ (ပုလဲလမ်း)
Pyi Taw Thar (Ywarma)	ပြည်တော်သာ (ရွာမ)
Ywarma (BaYintNaung Road)	ရွာမ (ဘုရင့်နောင်လမ်း)
Kaw Htike Sat Yone	ကောထိုက်စက်ရုံ
Sae-Koe Lan Sone	၁၉ လမ်းဆုံ
Than Dinn (ShwePyiThar)	သံဒင်း (ရွှေပြည်သာ)
Shwe Gu MoeGote	ရွှေဂူမိုးကုတ်
Kyaung Shae (Than Din)	ကျောင်းရှေ့ (သံဒင်)
Than Din Zay	သံဒင်းစျေး
Ngwe Pale	ငွေပုလဲ
KaBar Lone	ကမ္ဘာလုံး
Than Dinn Mg	သံဒင်းမောင်
Thiri Mingalar Pat Lan	သီရိမင်္ဂလာပတ်လမ်း
Yuzana Eain Yar (Pan Chan)	ယုဇနအိမ်ယာ (ပန်းခြံ)
Ye Tat Yin	ရဲတပ်ရင်း
Ye Ah Kyat Ah Tat ThinTan Kyaung (Gate Yin)	ရဲအကြပ်အတတ်သင်ကျောင်း (ဂိတ်ရင်း)
Na Gyi Kwae	ဏကွေ့
YamaNya Saung	ရာမညဆောင်
Thone Thone Lone (No 3 Main Road)	သုံးသုံးလုံး (အမှတ် (၃) လမ်းမကြီး)